name,stars,price,city,countryCode,countryName,address,location,url,latitude,longtitude
Orkid Inn Time Square,1,99999,Kuala Lumpur,MY,Malaysia,26 Jalan Kg Dollah Off Jalan Pudu,Kuala Lumpur Malaysia,http://www.hotelorkid-kualalumpur.com/location.php,3.14146,101.71
Owen Hotel,1,27,Kuala Lumpur,MY,Malaysia,7 Jalan Excella Taman Ampang Hilir,Kuala Lumpur Malaysia,http://www.owenhotel.com.my/,3.15096,101.748
Pacific Regency Hotel Suites,5,73,Kuala Lumpur,MY,Malaysia,Menara Panglobal Jalan Punchak Off Jalan P Ramlee,Kuala Lumpur Malaysia,http://www.pacific-regency.com/,3.15371,101.705
Palace Hotel Kuala Lumpur,2,42,Kuala Lumpur,MY,Malaysia,40-46 Jalan Masjid India,Kuala Lumpur Malaysia,http://palacehotel.com.my/,3.15263,101.697
Palmmers Guest House,1,99999,Kuala Lumpur,MY,Malaysia,Lot 40-1 Kasturi Walk,Kuala Lumpur Malaysia,http://palmmerguesthouse.com/,3.14548,101.696
Pan Pacific Kuala Lumpur International Airport,5,139,Sepang,MY,Malaysia,Jalan CTA 4B 64000 KLIA,Sepang Malaysia,http://www2.panpacific.com/en/KLairport/Overview.html,2.75803,101.704
Paradiso Bed & Breakfast,1,25,Kuala Lumpur,MY,Malaysia,118 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.paradiso-kl.com/,3.14664,101.711
Parkroyal Hotel Kuala Lumpur,5,88,Kuala Lumpur,MY,Malaysia,Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://www.parkroyalhotels.com/en/hotels/malaysia/kuala_lumpur/parkroyal/index.html,3.14435,101.712
Parkroyal Serviced Suites Kuala Lumpur,5,97,Kuala Lumpur,MY,Malaysia,No. 1 Jalan Nagasari Off Jalan Raja Chulan,Kuala Lumpur Malaysia,http://www.parkroyalhotels.com/en/servicedsuites/malaysia/kuala_lumpur/parkroyal/index.html,3.14897,101.709
Pavilion Residence,5,551,Kuala Lumpur,MY,Malaysia,Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.pavilionkl.com.my/index.html,3.14951,101.713
Pavilion Residences,5,480,Kuala Lumpur,MY,Malaysia,168 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.pavilionkl.com.my/index.html,3.14897,101.713
Pearl International Hotel,4,52,Kuala Lumpur,MY,Malaysia,Batu 5 Jalan Klang Lama,Kuala Lumpur Malaysia,http://www.pearl.com.my/,3.085,101.673
Peninsula Residence All Suite Hotel,4,53,Kuala Lumpur,MY,Malaysia,10 Semantan Jalan Semantan Bukit Damansara,Kuala Lumpur Malaysia,http://www.peninsula-residencekl.com/,3.15058,101.67
Penthouse at Times Square,4,305,Kuala Lumpur,MY,Malaysia,1 Jalan Imbi,Kuala Lumpur Malaysia,http://timessquarekl.com/,3.14272,101.711
Perfect Class Hotel,1,23,Kuala Lumpur,MY,Malaysia,91A Medan Bunus Off Jalan Masjid India,Kuala Lumpur Malaysia,http://www.perfectescapes.com/Luxury_Hotel-PID1451-Kuala_Lumpur_-Ritz-Carlton_Kuala_Lumpur-87349.html,3.15249,101.698
Petaling Street Hotel Kuala Lumpur,1,18,Kuala Lumpur,MY,Malaysia,No. 55 Petaling Street,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/klareas/chinatown_petaling.htm,3.14428,101.698
Phoenix Hotel Kuala Lumpur,2,26,Kuala Lumpur,MY,Malaysia,No 57 Jalan Sungai Besi,Kuala Lumpur Malaysia,http://www.phoenixhotel-kl.com/,3.12948,101.712
Piccolo Hotel Kuala Lumpur,4,78,Kuala Lumpur,MY,Malaysia,101 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.piccolohotel.com.my/Home.html?page=index,3.14688,101.712
PNB Darby Park Hotel,4,35,Kuala Lumpur,MY,Malaysia,10 Jalan Binjai,Kuala Lumpur Malaysia,http://www.pnbdarbypark.com/,3.15818,101.719
PODs The Backpackers Home,1,99999,Kuala Lumpur,MY,Malaysia,No.30 Unit 6-1 Jalan Thambipillay,Kuala Lumpur Malaysia,http://podsbackpacker.com/,3.13164,101.688
Pondok Lodge,1,99999,Kuala Lumpur,MY,Malaysia,20-2C Jalan Changkat Raja Chulan,Kuala Lumpur Malaysia,http://pondoklodge.com/,3.14772,101.708
Prescott Inn Kuala Lumpur,3,40,Kuala Lumpur,MY,Malaysia,No 23 Lorong Medan Tuanku Satu Off Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/,3.15901,101.697
Prince Hotel And Residence Kuala Lumpur,5,91,Kuala Lumpur,MY,Malaysia,No 4 Jalan Conlay,Kuala Lumpur Malaysia,http://www.princehotelkl.com/,3.15038,101.714
Pullman Kuala Lumpur Bangsar,4.5,99999,Kuala Lumpur,MY,Malaysia,No1 Jalan Pantai Jaya,Kuala Lumpur Malaysia,http://www.pullmankualalumpur.com/,3.11599,101.663
Puteri Ampang Hotel,2,23,Kuala Lumpur,MY,Malaysia,66A Jln Mamanda 9 Ampang Point,Kuala Lumpur Malaysia,http://smk-puteriampang.blogspot.com/,3.15844,101.752
Puteri Park Hotel,3,49,Kuala Lumpur,MY,Malaysia,Jalan Raja Laut,Kuala Lumpur Malaysia,http://puteriparkhotel.com.my/,3.16249,101.696
Quality Hotel City Centre,4,41,Kuala Lumpur,MY,Malaysia,Jalan Raja Laut PO Box 11586,Kuala Lumpur Malaysia,http://www.quality.com.my/,3.15889,101.694
Radius Inn International,3,48,Kuala Lumpur,MY,Malaysia,51A Changkat Bukit Bintang,Kuala Lumpur Malaysia,,3.14789,101.707
Rafee Hotel Kuala Lumpur,1.5,22,Kuala Lumpur,MY,Malaysia,110 & 110A Jalan Raja Laut,Kuala Lumpur Malaysia,,3.16555,101.696
Raintree Hotel,2,24,Kuala Lumpur,MY,Malaysia,16 Level 3A Wisma Menjalara Jalan 7A/62A Bandar Menjalara,Kuala Lumpur Malaysia,,3.19549,101.633
Red Dragon Hostel,1,99999,Kuala Lumpur,MY,Malaysia,No.80 Jalan Sultan,Kuala Lumpur Malaysia,http://www.redpalm-kl.com/location.php?section=3,3.14441,101.699
Reggae Guest House 1,1,10,Kuala Lumpur,MY,Malaysia,156 1st Floor Jalan Tun H S Lee,Kuala Lumpur Malaysia,,3.14457,101.697
Reggae Guest House 2,1,10,Kuala Lumpur,MY,Malaysia,206 1st Floor Jalan Tun H S Lee,Kuala Lumpur Malaysia,,3.14376,101.697
Reggae Mansion Kuala Lumpur,1,11,Kuala Lumpur,MY,Malaysia,49-59 Jalan Tun H.S. Lee Chinatown,Kuala Lumpur Malaysia,http://www.reggaehostelsmalaysia.com/mansion/,3.14807,101.697
Renaissance Kuala Lumpur Hotel,5,103,Kuala Lumpur,MY,Malaysia,Corner of Jalan Sultan Ismail and Jalan Ampang,Kuala Lumpur Malaysia,http://www.marriott.com/KULRN?scid=b661a3c4-9c47-48c8-9e13-75b66089dd79&pid=corptbta,3.15709,101.705
RentNow Kuala Lumpur Serviced Apartments,3,123,Kuala Lumpur,MY,Malaysia,South Block 1st Floor Lobby Jalan 1/64D Off Jalan Putra,Kuala Lumpur Malaysia,http://www.rentnow.my/,3.16757,101.693
Replica Inn - Bukit Bintang,2,36,Kuala Lumpur,MY,Malaysia,Changkat Bukit Bintang,Kuala Lumpur Malaysia,http://www.replicainn.com/,3.14709,101.709
Ribbon Stayyz Bed & Breakfast Guesthouse,1,17,Kuala Lumpur,MY,Malaysia,31-M1 31-1 & 31-2 Jalan Tun Tan Cheng Lock,Kuala Lumpur Malaysia,http://ribbonstayyz.com/,3.14515,101.698
Rosewood Residences - Imbi,2,53,Kuala Lumpur,MY,Malaysia,No 5 Jalan jati Off Jalan Imbi,Kuala Lumpur Malaysia,,3.14662,101.716
Seasons Tower,1,99999,Kuala Lumpur,MY,Malaysia,No. 44 Jalan 1/77B Off Jalan Changkat Thambi Dollah Pudu,Kuala Lumpur Malaysia,http://www.seasonsview.com/local_attractions.htm,3.14215,101.712
Sekeping Tenggiri,1,61,Kuala Lumpur,MY,Malaysia,48 Jalan Tenggiri Taman Weng Lock Bangsar,Kuala Lumpur Malaysia,http://www.tenggiri.com/contact.html,3.12166,101.669
Selesa Inn Hotel,1,35,Kuala Lumpur,MY,Malaysia,285 - 287 Jalan Tuanku Abddul Rahman,Kuala Lumpur Malaysia,http://eziinnhotel.blogspot.com/,3.15918,101.697
Sens Hotel,1,26,Kuala Lumpur,MY,Malaysia,J-0-8 Pusat Perdagangan Kuchai Lama No.2 Jalan 1/127 Off Jalan Kuchai Lama,Kuala Lumpur Malaysia,,3.08484,101.69
Serai Inn,1,14,Kuala Lumpur,MY,Malaysia,62 Jalan Hang Lekiu,Kuala Lumpur Malaysia,http://www.seraiinn.com/,3.14878,101.698
Serenity,1,99999,Kuala Lumpur,MY,Malaysia,20 Jalan Changkat Bukit Bintang,Kuala Lumpur Malaysia,http://www.serenity.com.my/reservations,3.14745,101.708
Seri Cempaka Service Suites Kuala Lumpur,3,56,Kuala Lumpur,MY,Malaysia,Tower 2 MenaraPGRM No 6 Jalan Pudu Ulu Cheras,Kuala Lumpur Malaysia,http://www.mykualalumpurhotels.com/hotels/seri-cempaka-service-suites,3.12268,101.73
Seri Pacific Hotel,4,58,Kuala Lumpur,MY,Malaysia,Jalan Putra PO Box 11468,Kuala Lumpur Malaysia,http://www.seripacifichotel.com/,3.16741,101.692
Service Apartment at Times Square,4,99999,Kuala Lumpur,MY,Malaysia,No. 1 Jalan Imbi,Kuala Lumpur Malaysia,,3.1424,101.711
Shangri La Hotel Kuala Lumpur,5,110,Kuala Lumpur,MY,Malaysia,11 Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://www.shangri-la.com/en/property/kualalumpur/shangrila/reservations/offers,3.15423,101.706
Sky Hotel Bukit Bintang,3,47,Kuala Lumpur,MY,Malaysia,No 1A Jalan Bintang,Kuala Lumpur Malaysia,http://www.skyhotel.com.my/,3.14349,101.708
Sky Hotel Selayang,1,27,Kuala Lumpur,MY,Malaysia,Lot T3.02 3rd Floor Selayang Capitol Complex,Kuala Lumpur Malaysia,http://www.skyhotel.com.my/selayang.html,3.24055,101.648
Smart Hotel Cheras,2,99999,Kuala Lumpur,MY,Malaysia,72A-1 Jalan Dwi Tasik Dataran Dwi Tasik Bandar Sri Permaisuri Cheras,Kuala Lumpur Malaysia,http://www.smarthotel.com.my/cheras.htm,3.10084,101.714
Smart Hotel Kepong,2,22,Kuala Lumpur,MY,Malaysia,99-1 Jalan Rimbunan Raya Taman Laman Rimbunan,Kuala Lumpur Malaysia,http://www.smarthotel.com.my/kepong.htm,3.2097,101.651
Smart Hotel Wangsa Maju,2,25,Kuala Lumpur,MY,Malaysia,6-1 Jalan Metro Wangsa Seksyen 2 Wangsa Maju Setapak,Kuala Lumpur Malaysia,http://www.smarthotel.com.my/wangsamaju.htm,3.2039,101.737
Smile Boutique Hotel Kuala Lumpur,3,30,Kuala Lumpur,MY,Malaysia,1 Jalan Chow Kit off Jalan Tuanku Abdul Rahman,Kuala Lumpur Malaysia,http://www.smileboutiquehotel.com/,3.16633,101.698
Smile Hotel Selayang,1,23,Kuala Lumpur,MY,Malaysia,33 Selayang Point Jalan SP1 Batu Caves,Kuala Lumpur Malaysia,http://www.smilehotel.com.my/,3.2414,101.65
Sohotown Hotel Kuala Lumpur,2,99999,Kuala Lumpur,MY,Malaysia,113 Jalan Sultan,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/,3.14519,101.699
Somerset Ampang Kuala Lumpur,4,98,Kuala Lumpur,MY,Malaysia,No 187 Jalan Ampang,Kuala Lumpur Malaysia,http://www.the-ascott.com,3.16029,101.722
Somerset Seri Bukit Ceylon Serviced Apartment Kuala Lumpur,4,88,Kuala Lumpur,MY,Malaysia,No 8 Lorong Ceylon Off Jalan Raja Chulan,Kuala Lumpur Malaysia,,3.14875,101.707
Sri Jati Serviced Apartments Kuala Lumpur,3,99999,Kuala Lumpur,MY,Malaysia,Lot 908 Jati Street Off Imbi Road,Kuala Lumpur Malaysia,http://www.corporate-furnished-apartments.com/kuala-lumpur/,3.14695,101.717
Sri Tiara,4,98,Kuala Lumpur,MY,Malaysia,6 Jalan Taman Seputeh,Kuala Lumpur Malaysia,,3.12184,101.683
StarPoints Hotel Kuala Lumpur,3,44,Kuala Lumpur,MY,Malaysia,149 Jalan Masjid India,Kuala Lumpur Malaysia,http://www.starpointshotel.com/,3.154,101.697
Stay Green Inn Hotel,1,99999,Kuala Lumpur,MY,Malaysia,11 Jalan Petaling,Kuala Lumpur Malaysia,http://staygreeninn.blogspot.com/,3.14555,101.697
StayOrange.com Hotel,1,18,Kuala Lumpur,MY,Malaysia,No 16 Jalan Petaling,Kuala Lumpur Malaysia,,3.14514,101.698
Step Inn Guest House,2,12,Kuala Lumpur,MY,Malaysia,No 35 Jalan Pudu Lama,Kuala Lumpur Malaysia,http://stepinnguesthouse.blogspot.com/,3.14631,101.701
Submarine Guest House,1,99999,Kuala Lumpur,MY,Malaysia,No 9 Level 2 Lebuh Pudu Chinatown,Kuala Lumpur Malaysia,http://www.tiaraguesthouse.com.my/contact.php,3.1458,101.696
Swiss Hotel Kuala Lumpur,2,27,Kuala Lumpur,MY,Malaysia,No. 12 Jalan Tuanku Abdul Rahman,Kuala Lumpur Malaysia,http://www.swissgarden.com/hotels/sghkl/,3.15167,101.695
Swiss Inn Kuala Lumpur,3,34,Kuala Lumpur,MY,Malaysia,62 Jalan Sultan,Kuala Lumpur Malaysia,http://www.swissinnkualalumpur.com/,3.14401,101.699
Swiss-Garden Hotel,4,70,Kuala Lumpur,MY,Malaysia,117 Jalan Pudu,Kuala Lumpur Malaysia,,3.14425,101.706
Swiss-Garden Residences Kuala Lumpur,4,90,Kuala Lumpur,MY,Malaysia,117 Jalan Pudu,Kuala Lumpur Malaysia,,3.14448,101.706
T-Hotel Kuala Lumpur,2.5,24,Kuala Lumpur,MY,Malaysia,No.42 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/,3.14507,101.709
TA Hotel Kuala Lumpur,2,99999,Kuala Lumpur,MY,Malaysia,594-596 Jalan Pudu,Kuala Lumpur Malaysia,http://www.mandarinoriental.com/kualalumpur/,3.13335,101.715
Tang City Hotel,1,99999,Kuala Lumpur,MY,Malaysia,95-97 Jalan Sultan,Kuala Lumpur Malaysia,http://www.tangcityhotel.com.my/,3.14458,101.699
Teratai Homestay at Pandan Mewah,1,62,Kuala Lumpur,MY,Malaysia,Block Mahsuri Puteri Court Condominium Jalan Pandan Mewah Ampang,Kuala Lumpur Malaysia,http://terataihomestay.blogspot.com/2011/05/puteri-court-pandan-mewah-kuala-lumpur.html,3.12153,101.764
The 5 Elements Hotel,3,45,Kuala Lumpur,MY,Malaysia,Lot 243 Jalan Sultan,Kuala Lumpur Malaysia,http://www.the5elementshotel.com/,3.14336,101.699
The Bodhi Lodge,1,14,Kuala Lumpur,MY,Malaysia,26-1 Block N Warisan Cityview Jalan 3/93a Off Batu 2 1/2 Jalan Cheras,Kuala Lumpur Malaysia,http://pondoklodge.com/,3.12704,101.721
The Explorers Guesthouse,1,20,Kuala Lumpur,MY,Malaysia,128 & 130 Jalan Tun H S Lee,Kuala Lumpur Malaysia,http://theexplorersguesthouse.com/,3.14557,101.697
The G City Club Hotel Kuala Lumpur,5,99,Kuala Lumpur,MY,Malaysia,199 Jalan Tun Razak,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/,3.15898,101.72
The Gardens Hotel & Residences,5,118,Kuala Lumpur,MY,Malaysia,The Gardens Mid Valley City Lingkaran Syed Putra,Kuala Lumpur Malaysia,http://www.gardenshotelmanchester.com/,3.11783,101.678
The Legend Hotel Kuala Lumpur,5,63,Kuala Lumpur,MY,Malaysia,Putra Place 100 Jalan Putra,Kuala Lumpur Malaysia,http://www.legendsgroup.com/,3.16639,101.693
The Lighthouse Inn,1,28,Kuala Lumpur,MY,Malaysia,No 171 Jalan Ipoh,Kuala Lumpur Malaysia,http://www.lighthousekl.com/,3.17129,101.694
The Malaysia Hotel,1,30,Kuala Lumpur,MY,Malaysia,67-69 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.malaysia.com/,3.14514,101.709
The Maple Suite,3,91,Kuala Lumpur,MY,Malaysia,Menara MapleLee No. 1 Changkat Raja Chulan,Kuala Lumpur Malaysia,http://www.themaplesuite.com/,3.1497,101.705
The Nomad Residences Bangsar Kuala Lumpur,4,122,Kuala Lumpur,MY,Malaysia,136 Jalan Ara Bangsar,Kuala Lumpur Malaysia,http://thenomadresidences.com/location.htm,3.13372,101.663
The Plaza Hotel Kuala Lumpur,3,99999,Kuala Lumpur,MY,Malaysia,Jalan Raja Laut,Kuala Lumpur Malaysia,http://www.plazahotelkl.com/,3.16178,101.696
The Regency Hotel Kuala Lumpur,4,61,Kuala Lumpur,MY,Malaysia,5th Floor No 3 Jalan Raja Alang,Kuala Lumpur Malaysia,http://www.pacific-regency.com/,3.16358,101.699
The Ritz Carlton Hotel Kuala Lumpur,5,155,Kuala Lumpur,MY,Malaysia,168 Jalan Imbi,Kuala Lumpur Malaysia,http://www.ritzcarlton.com/en/Properties/KualaLumpur/Default.htm,3.14692,101.715
The Room Hotel,2,22,Kuala Lumpur,MY,Malaysia,No 80 Jalan Dwitasik,Kuala Lumpur Malaysia,http://www.thesaujana-kualalumpur.com/nv/,3.10157,101.713
The Royale Bintang Kuala Lumpur,4,73,Kuala Lumpur,MY,Malaysia,Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://royalebintanghotel.net/,3.14421,101.709
The Royale Chulan Kuala Lumpur,5,89,Kuala Lumpur,MY,Malaysia,5 Jalan Conlay,Kuala Lumpur Malaysia,http://www.theroyalechulan.com.my/,3.14944,101.717
The Seven Residence,2,23,Kuala Lumpur,MY,Malaysia,No. 6 2nd Floor Jalan Medan Tuanku Golden Triangle,Kuala Lumpur Malaysia,http://www.thecoolhunter.net/article/detail/1491/ytl-residence-kuala-lumpur,3.1587,101.697
The Westin Hotel Kuala Lumpur,5,142,Kuala Lumpur,MY,Malaysia,199 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://the-westin-kuala-lumpur.h-rez.com/index.htm?lbl=ggl-en,3.14773,101.714
Tiara Guesthouse,1,16,Kuala Lumpur,MY,Malaysia,23 Jalan Mesui Off Jalan Nagasari,Kuala Lumpur Malaysia,http://www.tiaraguesthouse.com.my/location.html,3.14862,101.709
Time Hotel Kuala Lumpur,1,22,Kuala Lumpur,MY,Malaysia,No.23 Jalan Kuchai Maju 2 Off Jalan Kuchai Lama,Kuala Lumpur Malaysia,http://www.timeanddate.com/worldclock/city.html?n=122,3.09143,101.689
Traders Hotel Kuala Lumpur,5,102,Kuala Lumpur,MY,Malaysia,Kuala Lumpur City Centre,Kuala Lumpur Malaysia,http://www.shangri-la.com/en/property/kualalumpur/traders/reservations/offers,3.15992,101.716
Transit Point Bed & Breakfast,1,14,Kuala Lumpur,MY,Malaysia,No 49-1 Jalan Sultan,Kuala Lumpur Malaysia,,3.14271,101.699
Travel Hub,2,99999,Kuala Lumpur,MY,Malaysia,15A-17A Jalan Balai Polis,Kuala Lumpur Malaysia,http://www.travelhubmy.com/,3.14128,101.697
Tropical Guesthouse,1,21,Kuala Lumpur,MY,Malaysia,2 Tengkat Tong Shin,Kuala Lumpur Malaysia,http://www.tropicalguesthousekl.com/,3.14539,101.707
Tune Hotels - Downtown Kuala Lumpur,1,29,Kuala Lumpur,MY,Malaysia,316 Jalan Tuanku Abdul Rahman,Kuala Lumpur Malaysia,http://www.tunehotels.com/,3.16062,101.697
UFO Capsule Hotel,1,99999,Kuala Lumpur,MY,Malaysia,No 30 Lorong 1/77A Kampung Dollah Off Jalan Pudu,Kuala Lumpur Malaysia,http://www.ufocapsule.com/,3.14122,101.71
Uptown Hotel Shamelin,2,26,Kuala Lumpur,MY,Malaysia,No 3 Lorong 6E/91 Taman Shamelin Perkasa,Kuala Lumpur Malaysia,http://gallery.uptownhotel.net/thumbnails.php?album=17,3.1269,101.736
V Garden Hotel,2,15,Kuala Lumpur,MY,Malaysia,21 Jalan Pudu Ulu Off Jalan Cheras,Kuala Lumpur Malaysia,http://vgardenhotel.com/location.htm,3.12115,101.729
V Hotel,1,29,Kuala Lumpur,MY,Malaysia,3 Jalan 8/146 Metro Centre Bandar Tasik Selatan,Kuala Lumpur Malaysia,http://www.agoda.com/asia/malaysia/kuala_lumpur/v_hotel.html,3.0727,101.711
Victory Street Boutique Hotel,2,26,Kuala Lumpur,MY,Malaysia,No : 19 Jalan Kemuning Off Jalan Imbi,Kuala Lumpur Malaysia,http://www.victorystreethotel.com/main/,3.14482,101.718
Villa Samadhi,2,229,Kuala Lumpur,MY,Malaysia,8 Jalan Madge,Kuala Lumpur Malaysia,http://samadhiretreats.com/,3.15767,101.727
Vistana Hotel Kuala Lumpur,4,62,Kuala Lumpur,MY,Malaysia,9 Jalan Lumut Off Jalan Ipoh,Kuala Lumpur Malaysia,http://www.vistanahotels.com/vkl_main.php,3.17164,101.696
Vla Court Hotel,2,27,Kuala Lumpur,MY,Malaysia,194 Jalan Pudu Bukit Bintang,Kuala Lumpur Malaysia,http://vlacourt.com/,3.14308,101.708
VLa Garden Hotel,2,30,Kuala Lumpur,MY,Malaysia,No 170 Jalan Pudu,Kuala Lumpur Malaysia,http://vlacourt.com/,3.14355,101.708
VLa Park Hotel,2,24,Kuala Lumpur,MY,Malaysia,No.49 Jalan Changkat Bukit Bintang Bukit Bintang,Kuala Lumpur Malaysia,http://www.citypark-kualalumpur.com/,3.14717,101.709
Wedgewood Serviced Residences Kuala Lumpur,3,101,Kuala Lumpur,MY,Malaysia,11 Jalan Duta Kiara Bukit Kiara,Kuala Lumpur Malaysia,,3.15952,101.674
Winsin Hotel,2,26,Kuala Lumpur,MY,Malaysia,1-3 Jalan Petaling,Kuala Lumpur Malaysia,http://www.winsinchinatownhotel.com.my/contact.asp,3.1458,101.697
Wira Hotel,2,39,Kuala Lumpur,MY,Malaysia,No 123 Jalan Thamboosamy,Kuala Lumpur Malaysia,http://www.wirahotel.com.my/,3.16604,101.695
Zass Hotel,1,22,Kuala Lumpur,MY,Malaysia,428 Jalan Pudu,Kuala Lumpur Malaysia,http://www.zasshotel.com/,3.13565,101.713
ZON All Suites Residences,4,78,Kuala Lumpur,MY,Malaysia,161D Jalan Ampang,Kuala Lumpur Malaysia,http://www.zonhotel-kualalumpur.com/ppc/,3.15826,101.717
